name,heat,carbohydrate,fat,protein
肉片烧白菜,68,5.53,2.62,5.83
五香鱼,160,4.00,9.93,12.94
茄汁熘鱼片,202,32.14,3.3,9.11
油豆腐豆芽汤,58,2.05,3.73,4.38
素三鲜白菜,59,7.63,2.9,1.37
蒸鲤鱼,105,1.03,3.82,16.76
花菜炒肉,62,4.38,3.57,4.18
炸鸡肉串,164,3.22,9.16,16.59
菠菜炒肉片,128,3.05,10.18,5.39
老北京炸酱面,163,21.28,6.18,6.30
脆皮黄瓜卷,84,12.14,4.54,1.50
冻豆腐汤,33,1.56,2.27,1.85
酱爆核桃鸡丁,190,7.45,10.81,15.37
五香鸽子,201,2.90,13.83,15.80
土豆炖豆腐,124,10.40,7.4,4.39
松炸鱼条,191,3.99,13.29,13.93
北京泡菜,29,4.43,0.3,1.93
熘鹌鹑,158,15.19,5.1,13.28
番茄炒菜花,61,9.63,2.2,1.73
酱爆茄丁,141,8.56,11.9,1.32
锅塌鳜鱼,148,2.07,7.99,16.68
麻酱鳝鱼,108,5.45,4.38,12.34
熏大虾,94,3.33,0.99,17.96
姜汁炝虾仁,85,3.55,4.09,8.42
焦熘肉片(羊肉),344,32.99,20.1,7.75
香菇炒油菜,34,3.32,2.15,1.52
扒三素,33,1.40,2.11,0.97
门钉肉饼,180,23.66,5.73,9.61
五香酥鱼,157,13.61,7.6,8.35
焦熘羊肉段,170,2.55,9.92,17.72
三鲜瓤鸭膀,115,4.55,6.25,10.32
炒土豆丁,177,10.13,13.65,4.36
白菜炒肉片,70,3.50,4.62,2.89
拌茄子,96,5.79,7.45,3.35
鱼香白菜,132,8.68,10.4,1.68
缸炉烧饼,278,45.28,8.0,7.86
圆白菜炒粉丝,90,14.32,2.89,1.23
炒青红椒,50,5.57,3.18,1.38
腐竹拌芹菜,172,10.14,9.34,12.96
炒肉末,191,3.99,12.11,16.39
白菜扒肥肠,155,5.06,13.24,4.30
鸡蛋芙蓉鸡片,460,7.92,46.33,3.16
烩乌鱼蛋,93,4.86,3.8,8.99
糖醋胡萝卜丝,87,14.62,3.91,1.14
焖饼,246,38.31,5.77,10.00
酱鸭膀,146,9.11,4.93,15.26
酱爆鸡丁,152,11.34,6.29,11.94
酱爆豆角,83,7.62,4.64,4.19
青椒炒白菜,63,5.42,4.2,1.54
羊蝎子,53,1.11,3.4,4.46
肉末烧茄子,99,5.83,6.18,4.02
素焖扁豆,70,8.43,3.48,2.97
扁豆焖面,120,19.10,2.67,5.18
自制北京烤鸭,246,11.69,15.93,14.23
香炸鱼卷,239,9.32,16.86,14.65
菠菜炒猪肝,96,6.54,5.17,5.27
涮羊肉,81,5.48,3.09,7.67
麻辣萝卜丝,91,4.80,8.07,0.88
糟鸡翅,133,5.27,6.85,10.67
糖醋丸子,271,2.66,22.14,15.40
糖醋圆白菜,88,7.01,5.71,1.51
鸡蛋面饼,205,30.28,6.39,7.54
芥未白菜墩,41,5.12,2.04,1.41
海米白菜汤,16,0.51,0.86,1.39
芹菜炒猪肝,130,9.66,6.86,8.49
卤鸭胗,93,3.36,1.25,16.71
玉米鸡蛋蔬菜沙拉,87,10.82,3.47,3.70
私房和菜(春饼配菜),69,3.41,4.66,4.19
草菇蒸鸡,112,10.76,4.16,7.72
干煸土豆丝,115,15.63,4.79,2.04
醋熘鸡丁,120,8.43,5.4,9.69
麻酱烧饼,302,41.26,10.56,9.16
红烧茄子肉丝,85,4.30,3.59,9.23
北京熏肉,187,2.03,12.2,17.12
姜醋烧茄子,68,6.17,3.88,1.24
酱爆肉丁,252,6.02,18.87,14.62
土豆烧茄子,97,14.77,3.8,1.43
拔丝鲜桃,158,27.79,4.02,3.35
北京辣菜,39,7.33,0.85,1.65
肉烧土豆,163,10.54,9.64,8.29
酱汁活鱼,195,6.05,12.99,13.77
菜花土豆汤,38,4.91,1.63,1.05
炝拌豆角丝,119,6.46,10.18,2.09
玻璃甜芋泥,249,23.05,16.66,1.81
肉丝炒饼,165,20.15,5.94,7.06
香菇娃娃菜,49,4.33,2.26,2.94
红烧鳝鱼,186,10.17,11.19,11.80
椒乳通菜,77,6.27,4.15,2.78
豇豆炒辣椒,77,7.07,4.41,4.11
青红椒牛肉丝,147,9.81,5.58,15.59
辣味榨菜肉丝汤,35,0.82,2.12,3.29
冰糖葫芦,159,38.73,0.38,0.31
红烧田鸡,119,5.39,3.35,17.26
干煎鱼,140,1.68,6.85,18.10
凉拌牛肉,132,2.89,5.48,17.84
红糟方肉,61,1.05,2.49,8.21
炸鸡脯,133,8.34,5.63,12.00
酱鸡杂,130,4.91,4.95,15.66
炸黄鱼,144,13.44,4.56,12.24
拔丝樱桃,159,30.96,2.75,2.62
绿豆芽炒肉丝,105,4.10,5.87,8.66
炖大白菜,51,1.92,2.6,4.59
扒猴头野鸡腿,102,2.03,7.2,6.40
酸辣土豆片,110,15.91,3.94,2.23
雪菜冬瓜汤,16,1.79,1.11,0.34
蛇皮辣黄瓜,59,8.46,2.85,1.10
菜花炒蛋,85,5.59,5.08,5.32
白菜炒肉丝,73,4.67,3.91,5.47
卤牛舌,193,3.17,13.28,15.83
炸烹鱼块,123,3.04,5.45,15.49
炒酸菜粉,98,9.09,6.46,1.46
菠菜拌粉丝,109,20.39,2.12,2.59
虾仁扒油菜,61,5.18,3.43,1.91
酸辣黄瓜条,97,4.66,8.7,1.17
茄丁儿面,126,19.77,3.06,5.34
软熘肉片,498,3.97,49.77,8.71
酸豆角炒肉粒,160,4.90,7.66,4.37
熘心嘴,144,2.14,8.58,14.62
白菜回锅肉,262,3.60,25.32,4.56
家常熬黄鱼,134,1.27,7.0,16.45
生扒方肉,393,3.35,36.67,12.20
太白醉鸡,163,1.76,8.23,17.28
干烧黄豆芽,148,6.23,11.52,6.09
蛤蟆鸡,235,7.52,15.9,16.42
肉丝炒四季豆,95,7.68,3.87,7.89
象眼土司,293,13.49,21.64,11.05
炸萝卜丸子,163,6.81,13.64,2.75
炒木须肉,95,3.06,6.18,7.55
土豆丝炒韭菜,88,10.35,4.53,2.54
排叉,288,46.36,8.14,8.92
杏干肉,190,4.95,12.46,14.61
酒醉鸭肝,128,0.71,6.62,12.99
雀巢 炼奶(全脂加糖),332,55.90,8.3,7.70
雀巢 全脂甜奶粉,462,56.00,18.0,18.60
光明 黄桃超大果粒酸牛奶,87,12.00,3.0,2.90
蒙牛 缔芝特新鲜奶酪,100,10.00,4.0,6.00
味全 优酪乳酸牛奶复原乳(草莓口味)杯装100g,85,12.00,2.2,2.90
味全优酪乳(桂圆莲子),46,7.37,1.16,1.47
光明 健能草莓果粒酸牛奶 100g,87,12.00,3.0,2.90
白脱奶粉,387,49.00,5.78,34.30
总统 牌三明治专用奶酪片,242,6.00,18.0,14.00
雀巢 高钙高铁奶粉罐装,409,53.00,11.7,22.20
全脂奶粉,482,50.50,22.3,19.90
玛丽金 脱脂酸奶(草莓味),83,17.33,0.2,4.33
光明 特浓牛奶,66,4.80,3.6,3.30
桂格 零脂肪奶粉(高铁、高钙),343,49.00,0.8,35.00
母乳,65,7.40,3.4,1.30
法国百吉福金装奶酪宝宝(原味),228,10.00,17.0,9.00
伊利牛奶片(甜橙口味),485,55.50,22.5,15.00
全脂速溶奶粉,466,54.00,18.9,19.90
光明 畅优优酪乳酸牛奶(原味),85,11.00,3.2,3.00
丰力富双倍高钙酸奶(芒果),112,17.00,3.0,4.00
多美滋 金装幼儿配方奶粉(1-3岁),448,57.30,16.2,16.00
First Choice 首选牌  首选牌脱脂奶,34,4.90,0.07,3.40
多美滋金装妈妈奶粉,374,68.60,2.9,20.50
金爵鲜酪乳蓝莓果粒酸牛奶(蓝莓),88,14.50,2.5,2.50
pams instant whole milk powder 全脂奶粉,485,37.50,25.94,25.94
佳乐锭 牛奶片(巧克力味),421,72.00,9.0,13.00
奶粉(多维奶粉),484,49.90,22.7,19.90
蒙牛 冠益乳黄桃酸牛奶,88,12.50,3.0,2.70
森永 炼乳,329,55.70,8.3,7.90
味全 低脂50%优酪乳酸牛奶(原味口味),77,13.00,1.2,3.40
乐芝牛 低脂奶酪,145,6.50,7.0,16.00
光明 红枣牛奶,67,8.50,2.6,2.40
卡夫 条形乳酪,341,5.60,29.2,14.50
乐购 MILD起司(HALFFAT),275,0.00,15.8,32.70
酸酪蛋,443,24.40,20.4,40.40
草原情牛初乳高钙乳片,466,60.00,20.5,7.50
伊利早餐奶酪(减脂50%),238,16.30,12.5,15.00
蒙牛粒多浓酸牛奶(绿豆椰果),124,21.30,2.8,3.20
K-Classic 奶酪,335,0.00,27.0,23.00
光明 维纳农庄奶酪(原味),110,13.50,4.0,5.50
伊利ABLS益生菌酸牛奶(原味),87,12.00,3.0,2.80
皇氏乳业 皇氏 甲天下全脂灭菌纯牛乳,56,4.20,3.1,2.90
脱脂奶粉,361,51.16,0.91,36.20
老布特 木糖醇早餐奶,376,80.00,4.5,4.00
光明 猕猴桃果粒酸牛奶 200g,87,12.00,3.0,2.90
迎春乐 全脂辣味纯羊奶,55,4.50,3.0,2.50
雅士利 优怡高钙高铁调制乳粉(袋装)400g,468,50.00,16.4,23.50
皇冠 胡椒味黄波奶酪,370,0.00,32.0,22.00
君乐宝 高钙无蔗糖酸牛奶,45,3.40,2.5,2.30
Pauls Physical 脱脂牛奶,42,5.90,0.1,4.10
伊利 牛奶片(原味),493,52.00,25.0,15.00
光明 奶酪(牌),348,6.50,28.4,16.50
光明 高钙奶粉,458,47.00,21.2,19.00
雅士利 优怡高钙高铁调制乳粉(桶装)900g,430,50.00,12.5,27.50
伊利牛奶片(巧克力口味),484,54.00,23.0,15.00
三岛 鲜牛奶,60,4.70,3.2,3.00
FreshNFruity豪华水果酸奶(草莓，桃子),102,16.80,2.0,4.10
伊利 全脂奶粉(牌),504,45.50,26.0,22.00
光明 0脂肪 鲜牛奶,32,4.70,0.0,3.20
易极优 极易优原味无糖酸奶粉,486,39.29,25.71,27.14
雀巢 全仕奶(巧克力味),72,10.50,2.3,2.20
光明奶酪经典黄波芝士片,280,0.00,24.0,16.00
光明 优＋高品质牛奶(利乐枕),62,6.00,3.1,3.30
FreshNFruity豪华水果酸奶(草莓奶油),102,16.73,2.0,4.13
雅士利 优怡女士配方奶粉,404,50.00,12.4,23.60
蒙牛 阿拉 学生多维高钙高锌奶粉,478,51.20,21.7,18.20
总统 牌安文达切丝奶酪,366,0.00,28.0,28.00
法国百吉福 百吉福 奶酪(原味),314,3.00,30.0,8.00
Farmdale全脂牛奶,65,5.00,3.5,3.40
光明 纯牛奶,66,4.70,3.8,3.20
雀巢 中老年奶粉( ),429,44.80,14.4,30.00
伊利大红枣酸味牛奶,65,8.40,2.5,2.30
呼伦贝尔·海乳 纯牛奶粉,458,40.00,26.0,23.50
FreshNFruity豪华水果酸奶(草莓，树莓),102,16.53,2.07,4.20
蒙牛大粒果实全脂酸牛乳(橘子+椰果),103,16.70,2.7,2.70
光明 小小光明鲜奶酪新鲜杯(原味),103,12.60,3.5,5.20
伊利 妙芝新鲜奶酪,118,10.00,6.0,6.00
金装爱儿乐 婴幼儿配方奶粉,527,56.00,28.0,11.00
三元悦浓优酪乳·风味酸牛奶(经典原味)180ml,89,11.60,3.4,3.00
蒙牛 yoyic(芦荟味),67,15.40,0.0,1.10
三元五色养高品质牛奶(枸杞阿胶红枣味),64,7.50,2.7,2.40
荷兰乳牛 (多维营养奶粉),504,39.00,28.0,24.00
黑牛无加蔗糖豆奶粉,425,70.00,9.0,15.00
ERU 皇家伊莱 ERU 番茄橄榄低脂软奶酪,121,4.00,5.0,15.00
雀巢 中老年营养奶粉,428,49.60,15.0,23.20
维维乐 成人高钙奶粉,398,63.00,10.0,20.00
Magnolia 低脂高钙奶,51,5.60,1.5,3.70
The laughing cow 笑芝牛奶酪 (Light Queso Fresco & Chipotle),167,9.52,7.14,9.52
牛奶(强化VA，VD),51,5.60,2.0,2.70
荷兰乳牛 学生配方奶粉(袋装),451,53.20,18.0,16.80
K-Classic 奶酪,345,0.00,27.2,25.40
蒙牛大颗果实酸牛奶(蓝莓),103,16.70,2.7,2.70
卡夫 EXTRALIGHT费城奶酪,131,8.40,4.7,11.00
好时 无脂纯牛奶,34,5.08,0.0,3.39
雀巢 高钙甜奶粉,478,51.00,21.7,19.30
光明 优倍 0乳糖 巴士杀菌调制乳,67,5.20,3.6,3.40
长富 高钙甜奶 袋装221ml,61,5.00,3.2,3.00
奶片,472,59.30,20.2,13.30
三元极致ESL高品质鲜牛乳(全脂),71,4.80,4.2,3.50
The laughing cow 笑芝牛奶酪 (Original Creamy Swiss),238,4.76,19.05,9.52
学生奶,66,8.10,2.6,2.60
雀巢 全脂奶粉NESPRAY,498,37.00,28.2,24.00
卡士 果料酸牛乳(草莓),98,12.00,4.1,3.10
光明 优+ 低脂牛奶(减脂50%),45,5.00,1.3,3.30
幼儿奶粉,448,48.60,18.4,22.10
伊利 高蛋白脱脂高钙奶粉,371,56.20,1.2,32.60
光明 绿豆薄荷酸奶,82,11.00,3.0,2.80
可淇 高钙高铁奶粉(牌),437,63.00,13.0,17.00
乐芝牛 8粒装奶酪,303,6.00,27.0,9.00
卡夫 切达奶酪片,286,7.14,21.43,16.67
法国百吉福 成长奶酪(草莓味),224,10.00,16.5,9.20
光明 小小光明 健康成长奶酪(原味)(新包装),196,11.00,18.0,5.80
新希望 南山 南山高钙高锌营养奶粉,480,56.00,20.0,18.00
光明 90%低脂鲜牛奶,18,0.80,0.3,3.10
光明 小小光明 健康成长奶酪(巧克力味),229,11.20,18.0,6.00
特惠低脂牛奶,47,4.80,1.5,3.50
伊利 中老年奶粉,398,49.00,14.0,18.50
蒙牛早餐奶(原麦调制牛奶),68,7.50,3.0,2.40
广泽 树木酸奶,88,12.00,3.0,3.00
安佳 超级脱脂奶(99.9%脱脂),36,4.80,0.1,3.80
伊利 畅轻酸奶(黄桃果粒)瓶装580g,103,16.70,2.8,2.50
伊利 早餐奶酪(高钙),290,9.30,22.5,13.00
卡夫 低脂车打芝士,333,0.00,22.22,27.78
伊利 学生高锌高钙奶粉 老款,459,51.00,18.5,20.00
三元极致高品质牛奶,71,4.80,4.2,3.40
安佳 高钙脱脂奶(99.8%脱脂),46,4.70,0.2,5.80
飞鹤 高钙高铁奶粉,449,54.00,17.0,21.00
卡士 鲜酪乳调味酸牛乳(原味),82,11.50,3.0,2.80
光明 低脂牛奶(减脂90％),32,4.70,0.0,3.20
伊利QQ星儿童成长奶酪(香蕉味),234,13.50,17.0,7.00
纽麦福 奶油草莓味脱脂酸奶(99%脱脂),88,15.10,1.0,4.50
Weihenstephan1.5%低脂牛奶,47,4.90,1.5,3.50
森永 低脂肪高钙胶原蛋白奶粉,358,50.20,0.9,37.20
飞鹤 女士高钙奶粉,428,54.40,13.0,23.60
蒙牛 酸牛奶(草莓味)罐装950ml(盒装),85,11.30,3.1,2.90
母乳化奶粉,510,51.90,27.1,14.50
田园 乡村奶酪,85,7.10,0.9,11.90
德产HOCHLAND低脂乳酪片,248,3.00,16.0,23.00
卡夫 牛奶(巧克力味， 牌),80,10.00,3.2,2.80
维记 鲜牛奶,65,4.20,3.6,3.10
多美滋 金装较大婴幼儿配方奶粉(6-18个月),463,57.50,20.2,15.60
百吉福 芝士片,226,3.00,18.0,13.00
酸奶(高蛋白),62,7.30,2.2,3.20
光明高钙芝士片(再制干酪),311,4.00,26.0,16.00
脱脂甜炼乳,275,58.00,0.2,10.30
中老年奶粉,403,62.60,5.8,25.20
海河 无蔗糖酸牛奶 200g(立体袋装),67,4.80,3.1,3.00
卫岗 大红枣牛奶,57,5.00,2.5,2.30
圣元 幼儿奶粉(牌),453,54.00,18.5,17.50
伊利优品嘉人优酪乳(原味),73,12.00,1.5,2.80
维加 脱脂鸡奶,35,5.20,0.0,3.50
光明 小小光明棒棒奶酪(红豆味),268,11.00,22.0,5.00
Astro 草莓脱脂酸奶,40,6.00,0.0,4.00
伊利 早餐奶酪(切达风味),278,7.50,22.5,12.00
澳牛 品尊纯牛奶,67,5.50,3.5,3.60
辉山 特浓酸牛奶(原味)300g,86,12.10,3.0,2.50
雀巢 学生甜奶粉,460,52.00,19.2,19.50
卡夫 菲力奶油芝士,349,2.60,33.7,7.50
光明 e+益生菌酸牛奶(无蔗糖低脂 木糖醇) 980g(盒装),45,5.50,1.2,3.00
君乐宝 东方知味绿豆沙酸牛奶,57,6.50,2.5,2.30
OptiFit 果汁运动酸奶,77,13.52,0.8,3.04
艾美 纯酸奶,58,6.50,1.6,4.50
光明无蔗糖酸奶(桶装),60,5.50,3.0,2.80
ERU 皇家伊莱 ERU 火腿低脂软奶酪,231,2.00,19.0,13.00
蒙牛 现代牧场鲜牛奶(盒装),67,5.00,3.8,3.20
达能 原味酸牛奶,58,6.50,2.5,2.30
天润 纯牛奶全脂灭菌乳,59,4.80,3.1,2.90
君乐宝 酪爵庄园欧式酸奶酪,103,15.00,3.4,3.00
小小光明健康成长奶酪(水果味),217,12.30,16.0,6.80
纽麦福 脱脂奶(99.5%脱脂),41,4.90,0.5,3.90
欧德堡 超高温处理低脂牛奶,47,4.90,1.55,3.40
儿童奶粉,462,57.80,17.5,18.30
蒙牛 yoyic(甜橙味),67,15.40,0.0,1.10
明治 牧场低脂牛奶,51,5.35,2.1,2.70
光明 畅优B+100活性益生菌果粒酸牛奶(青提),69,11.00,1.4,2.70
Dr.Oetker欧特家博士 Dr.Oetker Onken脱脂酸奶,48,6.40,0.1,5.40
君乐宝 东方知味红枣酸牛奶,61,6.50,2.5,2.30
牛奶,65,4.90,3.6,3.30
三元 特品纯牛奶,66,4.60,3.8,3.20
黑牛中老年豆奶粉,416,70.00,8.0,15.00
三寰低脂牛奶,43,4.50,1.5,2.90
牛奶(强化锌、钙),60,5.00,3.1,3.00
Goodday低脂纯牛奶,48,5.80,1.2,3.60
酸奶,70,10.00,1.9,3.20
蒙牛 早餐奶红枣调味牛奶 239ml,65,7.50,2.8,2.40
全脂羊奶粉,510,34.84,29.76,26.70
牛奶(草莓味，卡夫 牌),79,10.30,3.0,2.70
婴儿配方奶粉(力多精1，雀巢),502,58.90,25.5,10.30
早餐奶,68,7.70,3.1,2.30
雀巢 全脂甜奶粉(新包装),475,51.80,21.0,19.60
安佳 全脂牛奶,62,4.70,3.3,3.40
Fruz 低脂香草冰淇淋,96,16.80,2.0,3.20
味全 优酪乳(原味),88,13.00,2.6,3.00
子母 全脂牛奶(巧克力味),74,11.00,2.1,2.80
FreshNfruity低脂水果酸奶(杏口味),48,7.47,0.07,3.93
光明 优倍 0脂肪 高品质脱脂鲜牛奶,35,6.20,0.0,3.40
Saliter脱脂奶粉,361,52.00,1.0,36.00
三元奶酪芝士片中脂,257,4.40,17.6,20.60
银桥 纯牛奶(百利包),59,4.80,3.1,2.90
Homebrand 牛奶,63,4.90,3.4,3.20
雀巢 全脂甜炼乳( ),380,64.90,10.0,7.50
卡夫 费城清淡奶酪,175,4.10,13.9,8.00
光明 纯牛奶香浓3.5,62,4.80,3.6,3.10
光明 1号高钙奶 220ml,63,4.80,3.5,3.00
奶牛梦工场 奶牛梦工厂娟姗王鲜牛奶,64,4.60,3.5,3.50
骑士 奶酪(牌),386,16.30,25.4,23.00
美赞臣 安婴妈妈奶粉,377,58.00,4.3,24.00
海河巧克力牛奶,76,10.00,2.5,2.30
凯瑞 低脂里起司(10片装),314,0.00,22.0,29.00
雀巢 炼乳(巧克力味),329,55.50,8.5,6.90
易极优 极易优地中海蜂蜜口味酸奶粉,99,11.80,4.1,3.90
kerrygold金凯利都柏林人爱尔兰风味干酪,393,0.00,32.14,25.00
百吉福 减脂芝士片,249,12.00,16.0,13.00
明治 日本原产 儿童奶粉,461,60.10,18.0,15.00
安怡高钙低脂奶粉19-50岁,370,64.90,2.8,21.40
D＆B 定邦 定邦卡布里纯山羊奶粉,497,32.00,25.6,27.20
完达山益生元中老年奶粉,458,55.90,18.0,17.00
中脂软酪,180,3.10,14.5,9.20
法国百吉福 低脂芝士片,195,3.00,11.0,12.00
哈威鲜 SKIMMILK,35,5.20,0.15,3.10
Cow&Gate 牛栏牌 COW&GATE低脂奶,48,4.80,1.5,3.50
卡士 鲜酪乳 果料酸牛乳(黄桃),97,12.00,4.1,3.10
雀巢 高钙营养奶粉400G,478,51.00,21.7,19.30
天友纯鲜牛奶,65,4.90,3.6,2.90
伊利 大果粒酸牛奶(黄桃&芒果),92,14.00,2.8,2.50
FreshNfruity低脂水果酸奶(杏，桃子和梨),48,7.40,0.0,4.00
三元 牛奶(巧克力味，牌),74,9.90,2.8,2.30
卡士 鲜酪乳 果味酸牛乳(粟米),73,14.00,2.8,2.80
伊利 优品嘉人优酪乳酸牛奶,78,14.00,1.2,2.50
伊利 酸牛奶(原味),87,12.00,3.0,2.80
荷兰乳牛 学生配方奶粉(罐装),455,56.50,18.0,16.80
蒙牛LABS益生菌优酪乳酸牛奶木糖醇,63,5.60,3.2,3.00
蒙牛 高钙牛奶,59,4.50,3.3,2.90
中粮 腾欢 每日钙奶酪,318,1.00,27.5,17.50
光明 小小光明奶酪(草莓味),105,13.00,3.5,5.20
荷兰乳牛 高钙营养奶粉,502,38.50,28.0,24.00
完达山益养100牛奶,60,4.60,3.3,3.10
孕妇乳母奶粉(惠氏),405,70.00,6.8,16.00
雀巢 幼儿奶粉( 金牌),463,56.80,18.0,18.50
伊利 全脂奶粉(新包装),508,39.20,28.5,23.80
艾美 覆盆子果酸奶,95,16.00,1.6,4.20
韩国脱脂奶粉,355,52.00,1.0,35.00
奶酪,328,3.50,23.5,25.70
伊利 蓝莓奶酪,287,9.80,24.0,8.00
全脂甜奶粉,485,49.60,22.9,20.20
伊利 益消风味发酵乳( 无蔗糖),59,4.60,3.3,2.80
乐百氏 AD钙奶,15,2.00,0.3,1.00
帕马森 奶酪,392,0.00,28.4,33.00
伊利 高铁高钙奶粉,439,50.00,14.0,27.50
牛奶(乐百氏牌),67,4.80,3.8,3.30
利诚 实业牛初乳奶贝,466,62.10,20.5,7.90
乃奇乐低脂无糖酸牛奶,35,4.20,1.2,2.30
玛丽金 芦荟味脱脂酸奶,81,15.80,0.2,4.13
多美鲜 植物奶酪(低脂),333,7.00,28.0,14.00
蒙牛 阿拉金装学生多维高钙高锌奶粉,478,51.10,21.7,18.20
光明 畅优红枣燕麦低脂酸奶,69,11.00,1.4,2.70
石安牧场 石安牧場意式特浓奶酪,157,25.30,4.01,4.94
光明 小小光明奶酪(香蕉味),105,13.00,3.5,5.20
光泉 麦芽牛乳,82,13.48,2.16,2.12
光明脱脂奶粉,347,50.00,2.0,33.00
伊利 益生菌酸牛奶,98,14.80,2.9,3.00
荷兰乳牛 醇香牛奶,63,4.60,3.5,3.30
雀巢 高纤高钙奶粉,428,50.00,11.7,25.60
e食惠 纯牛奶,68,4.84,3.91,3.40
雀巢 純乳酪,59,6.00,2.3,3.50
伊利 大果粒酸牛奶(绿茶+蒟蒻+椰果) 大杯260g,92,14.00,2.8,2.50
多美滋 多学3加金领智儿童配方奶粉,432,59.40,13.0,19.80
法国百吉福天天奶酪(原味),210,2.40,19.0,8.00
纽西兰牧场低脂纯牛奶,47,4.80,1.5,3.50
光明益生奶系列核桃奶(调制乳),65,5.50,3.4,2.40
蒙牛 冠益乳特品酸牛奶木糖醇味,63,5.60,3.2,3.00
伊利 大果粒酸牛奶(红茶+草莓+椰果),92,14.00,2.8,2.50
飞天 奶粉(马奶粉),421,53.10,13.5,22.00
伊利 全脂甜奶粉(牌),476,52.80,21.0,19.00
秦俑 全脂甜牛奶粉,476,52.00,21.0,19.00
味全健康粗粮优酪乳酸牛奶(猕猴桃口味),84,13.00,2.2,3.00
曲拉,356,43.40,2.9,39.10
伊利ABLS益生菌酸牛奶－无蔗糖,54,3.50,3.1,3.00
蒙牛 酸牛奶(原味),85,11.30,3.1,2.90
蒙牛谷物酸牛奶(黑米+草莓),95,14.30,2.9,2.80
Linessa Line低脂(0.1%)纯酸奶,52,7.00,0.1,5.80
酸奶(果料),67,10.40,1.4,3.10
光明 小小健康成长奶酪,190,9.20,12.9,5.60
多美鲜 奶油奶酪(原味--盒装),301,0.00,33.5,5.40
笑牛 笑芝牛奶酪 (Light Garlic & Herb),167,4.76,7.14,9.52
"elite低脂(1,8%)果味酸奶",87,13.90,1.6,4.30
雀巢 鹰唛草莓味炼奶,332,56.00,8.4,7.30
First Choice 首选牌  首选牌低脂高钙牛奶,61,7.00,1.5,5.00
圣元女士营养配方奶粉,418,57.00,13.0,18.00
蒙牛LABS益生菌优酪乳原味,85,11.30,3.1,2.90
蒙牛 酸牛奶(草莓+树莓)100g (小盒装),92,13.30,3.0,2.90
草原情芝香奶砖,396,65.00,8.0,6.50
雀巢 高钙高铁奶粉,416,50.00,11.7,27.00
全脂软酪,313,0.00,31.0,8.60
peoi 高钙奶酪,306,0.00,38.89,16.67
cottage 干酪,103,2.65,4.51,12.49
全脂牛奶粉,478,51.70,21.2,20.10
伊利畅轻益生菌优酪乳(原味),98,14.80,3.0,2.80
光明 芦荟酸奶,87,12.00,3.0,2.90
CHESDALE烟熏起司片,299,2.70,24.8,17.10
蒙牛 袋装高钙牛奶,65,4.70,3.6,2.90
蒙牛姜汁酸牛奶,63,6.90,2.8,2.60
银桥 益生菌酸牛奶(原味),78,11.00,2.5,2.70
燕山 全脂甜炼乳(牌),374,62.80,10.0,8.20
"The laughing cow 笑芝牛奶酪 (Light Mozzarella, Sun-Dried Tomato & Basil)",167,9.52,9.52,9.52
孕妇乳母奶粉(美赞臣),380,62.40,3.9,23.30
蒙牛 冠益乳酸牛奶(黄桃果粒)杯装100g,88,12.50,3.0,2.70
味全 优酪乳酸牛奶健康粗粮(蓝莓口味),84,13.00,2.2,3.00
伊利 QQ星宝宝奶酪(香草味),229,13.50,16.0,8.00
牛奶(龙丹牌),66,5.10,3.8,2.90
维他 命D牛奶VITAMIND_MILK,63,5.00,3.33,3.33
Astro strawberry yogourt,88,16.80,1.2,2.40
辉山 酸奶酪(绿茶味),76,11.14,2.36,2.50
Linessa 低脂奶酪,256,0.05,16.0,28.00
酸奶(果粒),98,14.60,2.9,3.30
雀巢 脱脂纯牛奶,32,4.60,0.3,3.10
全脂羊乳粉,498,49.00,25.2,18.80
圣元 婴儿奶粉(高钙，牌),513,54.60,27.0,12.80
荷兰乳牛中老年配方奶粉,465,50.50,21.0,18.50
伊利 无蔗糖酸牛奶(利乐包)150g,52,3.50,3.0,2.80
蒙牛-牧场奶,67,5.60,3.8,3.20
婴儿奶粉,443,57.00,15.1,19.80
伊利优品嘉人优酪乳酸牛奶(轻盈黑加仑果粒),78,14.00,1.2,2.50
酸奶(调味),88,11.90,3.2,3.00
达能 TAILLEFINE脱脂酸奶,42,6.10,0.06,4.20
味全 低脂50%优酪乳(芦荟口味),77,13.00,1.2,3.40
Garelick 1% Low Fat Milk1%低脂牛奶,46,5.42,1.04,3.33
光明 全脂甜奶粉(新包装),502,50.00,22.0,20.00
金章 牌低脂芝士片,170,6.50,8.0,18.00
明一 学生奶粉,461,55.00,21.0,18.00
三元 五色养牛奶(燕麦+莲子),64,7.50,2.7,2.40
Stivel浓缩酪乳(低脂),66,9.70,0.2,6.30
三元 营养舒释奶,65,5.00,3.7,3.00
光明 致优 全鲜乳,63,5.00,3.3,3.30
新希望 鲜花酸奶,103,16.70,2.8,2.50
老蓝旗 曼陀罗奶酪,266,9.00,22.0,8.00
光明 红枣酸奶,92,13.00,3.1,2.00
SONOMA 索诺玛奶酪角(大蒜草本味),132,5.26,7.89,10.53
大牛乳品 酸牛奶,61,6.80,2.5,2.30
伊利 原味酸牛奶,85,12.00,2.8,2.70
纽麦福 原味低脂酸奶,79,11.80,1.1,5.00
完达山 牛奶(牌),60,4.90,3.2,2.90
金爵鲜牛奶,58,4.30,3.1,3.20
