rank,en,zh
18851,polka,"['pɔlkә]
n.
波尔卡舞, 女用紧身短上衣"
18852,strainer,"['streinә]
n.
滤网, 松紧扣, 过滤器"
18853,externalize,"[eks'tә:nәˏlaiz]
vt.
给...以外形, 使客观化, 使具体化"
18854,peep,"[pi:p]
n.
窥看, 隐约看见
vi.
窥视, 偷看"
18855,Scotch,"[skɔtʃ]
n.
苏格兰人, 苏格兰语
adj.
苏格兰人的, 苏格兰语的
n.
刻痕
vt.
镇压, 粉碎, 刻痕, 使受伤"
18856,gumbo,"['gʌmbәu]
n.
[植]秋葵, 加有秋葵的浓汤,[地]坚硬黏土"
18857,squabble,"['skwɔbl]
v.
争论"
18858,floodplain,"['flʌdplein]
n.
泛滥平原, 涝原, 漫滩"
18859,puke,"[pju:k]
n.
呕吐, 呕吐物, 吐剂
v.
呕吐"
18860,barricade,"[ˏbæri'keid]
v.
设路障
n.
路障"
18861,cleanser,"['klenzә(r)]
n.
清洁剂, 使清洁的东西, 擦亮粉"
18862,rim,"[rim]
n.
边, 轮缘, 蓝框
vt.
镶边, 为...装边, 沿...边缘滚动
vi.
形成边状"
18863,girth,"[gә:θ]
n.
周长, (马等的)肚带, 腰身
vt.
以带束缚, 围绕, 包围
vi.
围长为"
18864,llama,"['lɑ:mә]
n.
骆驼"
18865,photovoltaic,"[ˏfәutәuvɔl'teiik]
光电的"
18866,hoopla,"['hu:plɑ:]
n.
喧闹, 投环套物游戏"
18867,branching,"['brɑ:ntʃiŋ]
n.
分歧
adj.
分歧的, 发枝的"
18868,marigold,"['mærigәuld]
n.
[植]万寿菊, 金盏草"
18869,scaffold,"['skæfәld]
n.
[建] 脚手架,绞刑台"
18870,there,"[ðєә, ðә]
adv.
在那里"
18871,supposition,"[ˏsʌpә'ziʃәn]
n.
假定, 想象, 推测, 推想"
18872,wrought-iron,
18873,naturalized,"
自然化的; 归化的"
18874,snorkel,"['snɔ:kl]
(潜水艇或潜水者的)通气管"
18875,terse,"[tә:s]
adj.
简洁的, 扼要的"
18876,downtime,"['dauntaim]
n.
(工厂等由于检修,待料等的)停工期"
18877,newsman,"['nju:zmæn]
n.
新闻记者"
18878,unscrew,"['ʌn'skru:]
v.
从...旋出螺丝, 旋开, 旋松"
18879,receptacle,"[ri'septәkl]
n.
容器, [植]花托, [电工]插座"
18880,immortalize,"[i'mɔ:tәlaiz]
vt.
使不灭, 使不朽, 使名垂千古"
18881,politicized,
18882,rebuke,"[ri'bju:k]
n.
指责, 谴责, 非难
vt.
斥责, 指责, 非难, 成为对...的指摘"
18883,analyzer,"['ænәlaizә]
n.
分析者, 分析器"
18884,indisputable,"[ˏindis'pju:tәbl]
adj.
无争论之余地的, 明白的"
18885,pimple,"['pimpl]
n.
[医]丘疹, 面泡, 疙瘩"
18886,robin,"['rɔbin]
n.
[鸟]知更鸟"
18887,eighty-five,
18888,stethoscope,"['steθәskәup]
n.
听诊器
vt.
用听诊器诊断"
18889,craziness,"n.
发狂, 热中, 狂热"
18890,self-centered,"[self'sentәd]
adj.
自我中心的, 自我本位的, 利己主义的, 自私自利的, 不受外界影响的"
18891,franchise,"['fræntʃaiz]
n.
特权, 公民权
v.
赋予特权, 赋予公民权"
18892,unopened,"['ʌn'әupәnd]
adj.
没有打开过的"
18893,mausoleum,"[ˏmɔ:sә'liәm]
n.
陵墓"
18894,reusable,"[ri:'ju:zәbl]
adj.
可以再度使用的"
18895,foreign-born,"['fɔrәnbɔ:n]
adj.
在国外出生的"
18896,snowman,"['snәumæn]
n.
雪人"
18897,spindle,"['spindl]
n.
锭子, 纺锤, 细长的人(或物), 轴, 杆, 心轴
v.
长得细长, 装锭子于
adj.
锭子的, 锭子似的"
18898,underbrush,"['ʌndәbrʌʃ]
n.
树林下的草丛, 丛林, 下层林丛"
18899,blocking,"['blɔkiŋ]
舞台场面设计,舞台调度
舞台调度,舞台场面调度设计
模块化blocking action
[气]阻塞作用"
18900,cobble,"['kɔbl]
n.
圆石, 鹅卵石
v.
修, 拙劣地修补"
18901,whir,"[wә:]
n.
呼呼声
vi.
急速旋转
vt.
使呼呼响"
18902,spindly,"['spindli]
adj.
纺锤形的, 细长的"
18903,buzzword,强意词 buzzing
18904,expressionless,"[ik'spreʃәnlis]
adj.
无表情的"
18905,torch,"[tɔ:tʃ]
n.
火把, 启发之物
vi.
像火炬一样燃烧
vt.
用火炬点燃"
18906,ransack,"['rænsæk]
vt.
到处搜索, 掠夺, 洗劫"
18907,cheater,"['tʃi:tә]
n.
骗子, 欺诈者, 背叛者"
18908,navigational,"adj.
航行的, 航海的"
18909,holly,"['hɔli]
n.
冬青树"
18910,repugnant,"[ri'pʌgnәnt]
adj.
不一致的"
18911,forester,"['fɔristә]
n.
林务官, 森林人"
18912,big-screen,
18913,earthen,"['ә:θәn]
adj.
土制的, 陶制的"
18914,wily,"['waili]
adj.
老谋深算的"
18915,bulging,"['bʌldʒiŋ]
膨胀, 凸出(部)
打气
折皱"
18916,boarder,"['bɔ:dә]
n.
寄膳者, 寄膳宿者, 寄宿生"
18917,permissive,"[pә(:)'misiv]
adj.
许可的"
18918,invertebrate,"[in'vә:tibrit]
adj.
无脊椎的, 无骨气的
n.
无脊椎动物, 无骨气的人"
18919,vertebrate,"['vә:tibrit]
n.
脊椎动物
adj.
有椎骨的, 有脊椎的, 脊椎动物"
18920,backpack,"['bækpæk]
v.
挑运
n.
挑运, 背包"
18921,orator,"['ɔrәtә]
n.
演说者, 演讲者, 雄辩家, [律]原告, 请愿人"
18922,three-bedroom,
18923,emigre,"n.
移居者(尤指因政治因素而移居外国者), 流亡者"
18924,humbling,"adj.
令人羞辱的"
18925,pleated,
18926,litigate,"['litigeit]
v.
提出诉讼"
18927,self-regulation,"['selfˏregju'leiʃәn]
n.
自动调节"
18928,turntable,"['tә:nˏteibl]
n.
转车, 转盘"
18929,goatee,"[gәu'ti:]
n.
山羊胡子, (只留于下颚的)胡子"
18930,instantaneously,"instәnˊteinjәsli
ad. 即时地"
18931,esophagus,"[i(:)'sɔfәgәs]
n.
食道"
18932,arugula,"[ә'ru:gәlә]
n.
[植]芝麻菜"
18933,Astrodome,
18934,rheumatoid,"['ru:mәtɔid]
adj.
风湿症的, 患风湿症的"
18935,recalcitrant,"[ri'kælsitrәnt]
adj.
反抗的, 反对的, 顽抗的
n.
反抗的人, 顽抗者"
18936,vouch,"[vautʃ]
vt.
担保, 推荐, 证明, 断定, 传出庭作证
vi.
保证, 担保, 证明, 确定"
18937,unwrapped,
18938,affirmative,"[ә'fә:mәtiv]
adj.
肯定的, (对正式辩论中的问题)表示赞成的, (态度, 方法等)积极的, 乐观的, 怀有希望的
n.
肯定语"
18939,suburbia,"[sә'bә:biә]
n.
郊区, 郊区居民"
18940,subconscious,"['sʌb'kɔnʃәs]
adj.
下意识的"
18941,appraiser,"[ә'preizә]
n.
评价者, 鉴定者, 估价官"
18942,indoctrination,"n.
教导, 教化"
18943,foundry,"['faundri]
n.
铸造, 翻砂, 铸工厂, 玻璃厂, 铸造厂"
18944,mushroom,"['mʌʃrum]
n.
蘑菇, <古>暴发户
vi.
迅速生长, 迅速增加, 采蘑菇
adj.
蘑菇形的, 迅速生长的"
18945,downhill,"['daunhil]
adj.
下坡的, 倾斜的
adv.
往下, 每况愈下"
18946,strum,"[strʌm]
n.
乱弹的声音
v.
乱弹, 乱奏"
18947,admirably,"adv.
极好地, 美好地"
18948,incontinence,"[in'kɔntinәns]
n.
不能自制, 无节制, [医]失禁"
18949,handset,"['hændset]
n.
电话听筒, 手机, 手持机"
18950,reforming,"[ri'fɔ:miŋ]
v.
重整"
18951,Sioux,"[su:]
adj.
苏人的, 苏语的"
18952,trawler,"['trɔ:lә]
n.
[渔] 拖捞船"
18953,deliverance,"[di'livәrәns]
n.
释放, 意见, 判决"
18954,CFC,chlorofluorocarbon  氟氯化碳
18955,aftershock,"['ɑ:ftәʃɔk]
n.
余震"
18956,stricture,"['striktʃә]
n.
责难"
18957,triathlon,"[trai'æθlɔn]
n.
〈体〉三项全能运动"
18958,manhunt,"['mænhʌnt]
n.
(对逃犯等的)搜捕, 追捕"
18959,sleeveless,"['sli:vlis]
adj.
无袖的"
18960,humanly,"['hju:mәnli]
adv.
像人地, 用人力"
18961,irreplaceable,"[ˏiri'pleisәbl]
adj.
不能调换的, 不能代替的"
18962,shave,"[ʃeiv]
v.
剃, 刮, 削刮
vt.
刨, 削
n.
刮脸"
18963,hiccup,"['hikʌp]
n.
打嗝
v.
打嗝"
18964,cluck,"[klʌk]
n.
咯咯的叫声
v.
咯咯叫"
18965,mesquite,"n.
(=mesquit)豆科灌木"
18966,sleet,"[sli:t]
n.
冰雨, 雨夹雪
vi.
下雨雪, 下冰雹"
18967,misperception,
18968,travesty,"['trævisti]
n.
滑稽的转写, 漫画, 滑稽模仿
vt.
使滑稽化"
18969,crudely,"adv.
照自然状态, 不成熟地, 粗杂地"
18970,collie,"['kɔli]
n.
[动]牧羊狗(一种高大聪敏长毛的牧羊狗)"
18971,tightrope,"['taitrәup]
n.
拉紧的绳索"
18972,smokestack,"['smәukstæk]
n.
烟窗"
18973,Stalinist,"n.
斯大林主义者
adj.
斯大林的, 斯大林主义的"
18974,supplementation,"[ˏsʌplimen'teiʃәn]
n.
增补,补充,追加"
18975,playback,"['pleibæk]
n.
录音重放, 录音重放装置, 重放"
18976,connectivity,"[kәnek'tiviti]
n.
连通性"
18977,sneer,"[sniә]
v.
冷笑, 讥笑, 嘲笑
n.
冷笑, 嘲笑"
18978,disenchanted,不再着迷的
18979,avail,"[ә'veil]
vi.
有益于, 有帮助, 有用, 有利
vt.
有利于
n.
效用, 利益"
18980,goodnight,"int.
晚安，再见"
18981,artifice,"['ɑ:tifis]
n.
技巧"
18982,goof,"[gu:f]
n.
呆瓜
vt.
弄糟
vi.
混, 打发时间, 出大错"
18983,untapped,"[ʌn'tæpt]
adj.
塞子未开的, 未使用的"
18984,collapsed,"
暴跌"
18985,prescient,"['presaiәnt]
adj.
预知的, 预见的"
18986,preservationist,"[ˏprezә'veiʃәnist]
n.
(对野生动物、自然区、古迹和传统事物等的)保护主义者"
18987,haunch,"[hɔ:ntʃ]
n.
腰, 腰部, 臀部"
18988,captivating,"['kæptiveitiŋ]
adj.
迷人的, 有魅力的"
18989,windswept,"['windswept]
adj.
风刮的, 被风吹扫的, 暴露在风中的"
18990,long-term-care,
18991,one-party,
18992,franchisee,"[ˏfræntʃai'zi:]
n.
总经销商, 有代销权的人或团体"
18993,gaseous,"['gæsiәs, 'geizjәs]
adj.
气体的, 气态的"
18994,yo-yo,"['jәuˏjәu]
n.
溜溜球(一种线轴般的玩具)"
18995,puffing,"噗噗吹, 夸奖"
18996,expectantly,"adv.
期待地, 期望地"
18997,storeroom,"['stɔ:ru:m, 'stɔ:rum]
n.
储藏室, 库房"
18998,countenance,"['kauntinәns]
n.
面容, 脸色, 支持
vt.
支持, 赞助"
18999,irritant,"['iritәnt]
n.
刺激物
adj.
刺激的"
19000,untimely,"[ʌn'taimli]
adj.
不到时候的, 不适时的, 不合时宜的
adv.
过早地, 不合时宜地"
19001,clang,"[klæŋ]
n.
叮当声
v.
(使)叮当地响"
19002,top-ranked,
19003,iteration,"[ˏitә'reiʃәn]
n.
反复"
19004,scuff,"[skʌf]
vi.
拖足而行, 磨损
vt.
以足擦地, 践踏, 使磨损
n.
拖着脚走, 磨损之处"
19005,un-american,"[ʌnә'merikәn]
adj.
非美国式的, 反美的"
19006,tiled,"[taild]
adj.
平铺的, 用瓦管排水的"
19007,dame,"[deim]
n.
夫人, (英国)女爵士(的头衔)"
19008,foursome,"n.
四人的一组, 四人对抗赛
adj.
四人做的, 由四组成的"
19009,mortuary,"['mɔ:tjuәri]
n.
停尸房, 太平间
adj.
死亡的, 埋葬死人的"
19010,nay,"[nei]
adv.
<书>不仅如此, 而且
n.
拒绝, 反对, 投反对票
adv.
<古>否, 不"
19011,insulating,"adj.
绝缘的"
19012,unrecognizable,"adj.
未被承认的"
19013,curling,"['kә:liŋ]
n.
苏格兰的冰上掷石游戏, 头发的卷曲, 卷缩"
19014,askew,"[әs'kju:]
adj.
歪斜的
adv.
歪斜地"
19015,rancid,"['rænsid]
adj.
象油脂腐臭味的, 腐臭的"
19016,ADHD,
19017,throttle,"['θrɔtl]
v.
扼杀"
19018,yawn,"[jɔ:n]
v.
打呵欠, 张开, 裂开
n.
呵欠"
19019,furrow,"['fʌrәu]
n.
犁沟, 皱纹
vt.
犁, 耕, 弄绉"
19020,plantain,"['plæntin]
n.
[植] 车前草, 香蕉之一种"
19021,no-brainer,
19022,negro,
19023,euphoric,"[ju:'fɔrik]
欣快症的
欣快的"
19024,unresponsive,"['ʌnris'pɔnsiv]
adj.
无答复的, 反应迟钝的, 感受性迟钝的, 无同情心的"
19025,erstwhile,"['ә:stwail]
adv.
<古>以前, 往昔地
adj.
以前的, 往昔的"
19026,mind-boggling,"adj.
令人难以置信的"
19027,cooperatively,
19028,vanquished,
19029,driftwood,"['driftwud]
n.
流木, 浮木, (社会变动所产生的)无用的人"
19030,upside-down,"['ʌpsaid'daun]
adj.
颠倒的, 乱七八糟的"
19031,correspondingly,"adv.
相对地, 比照地"
19032,case-by-case,"
adj. 个别的"
19033,medial,"['mi:djәl]
adj.
中间的, 平均的, 向中央延伸的"
19034,win-win,
19035,souffle,"['su:fl]
n.
[医]杂音, 吹气音"
19036,tail,"[teil]
n.
尾部, 尾巴, 尾状物, 后部, (常用复数)(硬币)反面辫子, 踪迹, 排的长队, 限定继承权
adj.
在后面的, 从后面而来的, 限定继承的, 尾部的, 后面来的, 后部的
vt.
为...装尾, 附于其后, 尾随, 跟踪, 使搭牢, 监视, 使架住
vi.
成为散乱的行列, 跟踪, 嵌入, 船尾搁浅"
19037,coffeehouse,咖啡馆
19038,heavy-handed,"[hevi'hændid]
adj.
笨手笨脚的, 严厉的"
19039,firefight,"['faiәfait]
n.
[军]交火,火战,炮战"
19040,priestly,"adj.
僧的, 僧侣似的"
19041,lewd,"[lu:d]
adj.
淫荡的, 猥亵的, 下流的"
19042,derelict,"['derilikt]
adj.
被抛弃了的
n.
遗弃物"
19043,fiscally,
19044,moonlit,"['mu:nlit]
adj.
月光照耀的"
19045,aphid,"['eifid]
n.
[动]蚜虫"
19046,crypt,"[kript]
n.
土窖, 地下室, 地穴"
19047,age-related,
19048,anti-aircraft,"adj.
防空用的"
19049,theologically,"adv.
神学地, 神学上地"
19050,cripple,"['kripl]
n.
跛子
v.
削弱"
19051,encore,"[ɔŋ'kɔ:]
n.
再演唱的要求, 经要求而再唱
int.
再演唱一次!
vt.
要求再演或唱"
19052,morphology,"[mɔ:'fɔlәdʒi]
n.
[生物]形态学、形态论, [语法]词法、词态学"
19053,imprisoned,
19054,alertness,"n.
警戒, 机敏"
19055,nick,"[nik]
n.
刻痕, 缺口
vt.
刻痕于, 挑毛病
vi.
阻击"
19056,bracket,"['brækit]
n.
墙上凸出的托架, 括弧, 支架
v.
括在一起"
19057,scarred,"
瘢痕性的"
19058,titanic,"[tai'tænik]
adj.
[化](含)钛的, 四价钛的"
19059,taunt,"[tɔ:nt]
n.
辱骂, 嘲弄
vt.
嘲弄, 奚落
adj.
[海](桅杆)很高的"
19060,upkeep,"['ʌpki:p]
n.
维持, 维修费"
19061,five-star,"adj.
五星的, 第一流的,最高级的"
19062,devolve,"[di'vɔlv]
vt.
转移, 传下, [生物] 退化, 衰落
vi.
被移交"
19063,salinity,"[sә'liniti]
n.
盐分, 盐度"
19064,amok,"[ә'mɔk]
adj.
杀人狂
adv.
狂乱地, 杀气腾腾地"
19065,ascetic,"[ә'setik]
n.
禁欲者, 苦行修道者
adj.
修道的, 苦行的"
19066,unintentional,"['ʌnin'tenʃәnl]
adj.
不是故意的, 无心的, 无意识的"
19067,hellish,"['heliʃ]
adj.
地狱般的"
19068,pneumatic,"[nju(:)'mætik]
adj.
装满空气的, 有气胎的, 汽力的, 风力的, 灵魂的
n.
气胎"
19069,confederation,"[kәnˏfedә'reiʃәn]
n.
联邦"
19070,coincidental,"[kәuinsi'dentl]
adj.
一致的, 符合的, 巧合的"
19071,gazebo,"[gә'zi:bәu]
n.
眺望台, 露台"
19072,mutilated,
19073,nay,"[nei]
adv.
<书>不仅如此, 而且
n.
拒绝, 反对, 投反对票
adv.
<古>否, 不"
19074,puncture,"['pʌŋktʃә]
n.
小孔
v.
刺破"
19075,vengeful,"['vendʒful]
adj.
复仇心重的, (利于)报复的"
19076,reticence,"['retisәns]
n.
沉默寡言"
19077,sprained,
19078,bayou,"['baiju:]
n.
小海湾, 支流, 河口"
19079,quarterfinal,"adj.
四分之一决赛的
n.
四分之一决赛"
19080,demote,"[di'mәut]
vt.
使降级, 使降职"
19081,timbre,"['timbә]
n.
[音]音品, 音色, 音质"
19082,old-school,
19083,capitulate,"[kә'pitjuleit]
vi.
有条件投降, 认输, 屈服, 让步, 停止抵抗"
19084,stag,"[stæg]
n.
牡鹿, 阉割过的雄鹿, 刚长大的雄家禽, 不带女伴的舞客, 只有男性的社交晚会
vi.
不带女伴参加晚会
adj.
全是男人的"
19085,wiretap,"['waiәˏtæp]
v.
搭线窃听, 窃听或偷录
n.
窃听或偷录, 窃听情报, 窃听装置"
19086,repulse,"[ri'pʌls]
v.
拒绝, 排斥, 反驳, 击退, 憎恶
n.
拒斥, 击退, 严拒"
19087,bleeding,"['bli:diŋ]
n.
出血, 流血"
19088,bandage,"['bændidʒ]
n.
绷带"
19089,sorbet,"['sɔ:bәt]
n.
果汁冰糕"
19090,drug,"[drʌg]
n.
药, 麻药, 麻醉药, 滞销货
vi.
<俗> 吸毒
vt.
使服毒品, 毒化"
19091,cobweb,"['kɔbweb]
n.
蜘蛛网, 蛛丝"
19092,illogical,"[i'lɔdʒikәl]
adj.
不合逻辑的, 不合理的"
19093,jockey,"['dʒɔki]
n.
职业赛马骑师, (机器的)操作员"
19094,botched,
19095,heed,"[hi:d]
n.
注意, 留意
v.
注意, 留意"
19096,sequin,"['si:kwin]
n.
作衣服饰物用之小金属片, 古威尼斯金币"
19097,blacktop,"['blækˏtɔp]
n.
沥青质原料, 柏油路"
19098,humanize,"['hju:mәnaiz]
vt.
赋予人性, 使通人情, 教化
vi.
变为有人性, 变为有情, 有教化"
19099,unharmed,"['ʌn'hɑ:md]
adj.
未受伤害的, 太太平平的"
19100,shanty,"['ʃænti]
n.
简陋小屋, 棚屋"
19101,mortify,"['mɔ:tifai]
vt.
克服, 苦修, 使苦恼
vi.
制欲, 苦行, 坏死"
19102,awe,"[ɔ:]
n.
敬畏
vt.
敬畏"
19103,leaning,"['li:niŋ]
n.
倾斜, 倾向, 爱好
v.
清洁,清洗"
19104,tightness,"['taitnis]
n.
坚固, 紧密"
19105,crock,"[krɔk]
n.
坛子, 瓦罐碴"
19106,intonation,"[ˏintә'neiʃәn]
n.
语调, 声调"
19107,six-week,
19108,sari,"['sɑ:ri]
n.
卷布, 纱丽"
19109,harvesting,"['hɑ:vistiŋ]
v.
收获
n.
收获"
19110,departed,"[di'pɑ:tid]
adj.
死了的, 已往的, 过去的"
19111,femur,"['fi:mә]
n.
[解]大腿骨, 腿节, [动](昆虫的)腿节, 股节"
19112,well-off,"adj.
顺利的, 走运的, 手头宽裕的, 繁荣昌盛的"
19113,otherness,"['ʌðәnis]
n.
相异, 不同, 另一物"
19114,indiscriminately,"indisˊkriminitli
ad. 无差别"
19115,devious,"['di:vjәs]
adj.
偏僻的, 迂回的, 曲折的"
19116,disguised,
19117,delirious,"[di'liriәs]
adj.
神志昏迷的, 不省人事的, 发狂的"
19118,groggy,"['grɔgi]
adj.
酒醉的, 东歪西倒的, 摇摇晃晃的, 头昏眼花的"
19119,sensibly,"['sensәbli]
adv.
明显地, 敏感地, 聪明地"
19120,vanished,
19121,loader,"['lәudә]
n.
装货的人, 装货设备, 装弹机"
19122,unknown,"['ʌn'nәun]
adj.
不知道的, 未知的
n.
不知名的"
19123,wiggle,"['wigl]
v.
(使)踌躇, 摆动
n.
踌躇, 摆动"
19124,tertiary,"['tә:ʃәri]
adj.
第三的, 第三位的, 第三世纪的
n.
[画]第三色, 第三修道会会员, [地]第三纪"
19125,misjudge,"[ˏmis'dʒʌdʒ]
v.
判断错"
19126,subordinate,"[sә'bɔ:dinit]
adj.
次要的, 从属的, 下级的
n.
下属
v.
服从"
19127,tern,"[tә:n]
n.
三个一组, [鸟]燕鸥"
19128,unimpressed,"['ʌnim'prest]
adj.
无印记的"
19129,frill,"[fril]
n.
装饰
v.
装饰"
19130,amp,"[æmp]
[美俚]电吉他"
19131,vindictive,"[vin'diktiv]
adj.
报复性的"
19132,archway,"['ɑ:tʃwei]
n.
拱门, 拱道"
19133,ark,"[ɑ:k]
n.
方舟, 约柜, 箱子"
19134,monogamous,"[mɔ'nɔgәmәs]
adj.
一夫一妻的, [动]单配的, 一雌一雄的"
19135,poisoned,中过毒的
19136,circumcision,"[ˏsә:kәm'siʒәn]
[宗]割礼
[医]包皮环切(术)
(身心)净化"
19137,hurried,"['hʌrid]
v.
催促
adj.
匆忙的"
19138,fishy,"['fiʃi]
adj.
鱼似的, 多鱼的, 腥臭的, (目光等)呆滞的, (在味道等方面)象鱼的"
19139,lard,"[lɑ:d]
n.
猪油"
19140,abut,"[ә'bʌt]
v.
邻接, 毗邻"
19141,you-all,"['ju:ɔ:l, 'ju:l]
你们大家,你们"
19142,eucharistic,"
a. 圣餐的;圣体的"
19143,behead,"[bi'hed]
vt.
斩首, 砍头, [地质](指海盗河pirale stream)使其他河川的水流入自己河中"
19144,untouchable,"[ʌn'tʌtʃәbl]
n.
贱民
adj.
禁止触摸的,管不着的,独特的,不可及的"
19145,plagiarism,"['pleidʒiәrizәm]
n.
剽窃, 剽窃物"
19146,scarecrow,"['skeәkrәu]
n.
稻草人, 衣衫褴褛的人"
19147,compendium,"[kәm'pendiәm]
n.
纲要, 概略"
19148,fake,"[feik]
n.
假货, 欺骗
adj.
假的
vt.
伪造, 赝造, 捏造, 假造, 仿造
vi.
伪装"
19149,charger,"['tʃɑ:dʒә]
n.
充电器, 军马, 袭击者"
19150,magnifying,"['mægnifaiiŋ]
adj.
放大的
v.
增加, 升高, 放大"
19151,precipitously,"priˊsipitәsli
ad. 险峻地;轻率地"
19152,flammable,"['flæmәbl]
adj.
易燃的, 可燃性的"
19153,civics,"['siviks]
n.
公民"
19154,red-haired,
19155,gong,"[gɔŋ]
n.
铜锣, 盘形钟
vt.
打锣作为停车信号"
19156,undersecretary,"['ʌndә'sekritәri]
n.
次长, 副部长"
19157,buff,"[bʌf]
n.
浅黄色, 软皮"
19158,polyp,"['pɔlip]
n.
珊瑚虫(水螅型), 息肉"
19159,fallow,"['fælәu]
n.
休耕地
adj.
[农]休耕的, 未孕的, 潜伏发, 不活跃的
vt.
使(土地)休闲, 休整, 潜伏(指潜在的特征等)"
19160,heartbroken,"['hɑ:tbrәuk(ә)n]
adj.
悲伤的"
19161,runny,"['rʌni]
adj.
松软的, 水分过多的, 流鼻水的, 易流动的"
19162,unfaithful,"['ʌn'feiθful]
adj.
不诚实的, 不忠实的, 不准确的"
19163,unquestioned,"[ʌn'kwestʃәnd]
adj.
不成为问题的, 无疑问的"
19164,video-game,
19165,causation,"[kɔ:'zeiʃәn]
n.
原因, (某种结果的)出现, 发生因果关系"
19166,pessimist,"['pesimist]
n.
悲观论者, 悲观主义者"
19167,deformation,"[ˏdi:fɔ:'meiʃәn]
n.
变形"
19168,uncertainly,"ʌnˊsәːtnli
ad. 易变的"
19169,self-perception,
19170,wrecked,"rekid
adj. 残破的"
19171,dragonfly,"['drægәnflai]
n.
蜻蜓"
19172,angling,"['æŋgliŋ]
n.
钓鱼, 钓鱼术"
19173,anti-communist,"
n. 反共"
19174,stand-in,"n.
替身, 代替演员, 有利地位"
19175,earphone,"['iәfәun]
n.
头戴受话器, 耳机"
19176,run-in,"n.
口角, 试车, 插入部分, [计]平行式"
19177,coo,"[ku:]
n.
咕咕声
v.
(鸽等)咕咕地叫, 唧唧地讲情话"
19178,washcloth,"['wɔʃklɔθ, -klɔ:θ, 'wɔ:ʃ-]
n.
毛巾, 面巾, 洗碟布"
19179,convoluted,"['kɔnvәlju:tid]
adj.
旋绕的,费解的"
19180,aegis,"['i:dʒis]
n.
[希神]羊皮盾, 保护, 庇护, 支持"
19181,horseradish,"['hɔ:srædiʃ]
n.
山葵, 其根所制调味剂"
19182,friendly,"['frendli]
adj.
友好的, 友谊的"
19183,juggernaut,"n.
使人盲目崇"
19184,platelet,"['pleitlit]
n.
[解] 血小板, 小盘, 小板"
19185,polarity,"[pәu'læriti]
n.
极性"
19186,italics,"n.
斜体字"
19187,cropped,[刷]裁切不正的
19188,fascinated,
19189,spar,"[spɑ:]
n.
晶石, 园材(如桅,桁等), 争论, 争吵"
19190,muscle,"['mʌsl]
n.
肌肉, 臂力, (可供食用的)瘦肉, [解]肌"
19191,hard-earned,"['hɑ:d'ә:nd]
adj.
辛苦得到的"
19192,aggrieved,"[ә'gri:vd]
adj.
受虐待的, 权利受到不法侵害的, 抱不平的"
19193,restorative,"[ri'stɔ:rәtiv]
adj.
有助于复元的
n.
滋补剂"
19194,suitability,"[ˏsju:tә'bilәti]
n.
合适, 适当, 相配, 适宜性"
19195,pucker,"['pʌkә]
v.
折叠
n.
皱纹"
19196,furnished,"
提供,装修了的"
19197,stringy,"['striŋi]
adj.
纤维的"
19198,nakedness,"n.
裸出"
19199,superbly,"adv.
雄伟地, 壮丽地"
19200,militancy,"['militɚnsi]
n.
战斗性, 交战状态"
19201,tutelage,"['tju:tilidʒ]
n.
监护"
19202,bloodless,"['blʌdlis]
adj.
(手术, 斗争等)不流血的, 苍白的, 冷酷的"
19203,resumption,"[ri'zʌmpʃәn]
n.
取回, 恢复, 再开始, 重获, (中断后)再继续"
